word|punctuation_before|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
able||0.0|-5.405|5.0962|5.6888|1.4283|4.8504|27.7791|27.7791|7.9096|0.1706
to||0.0|-9.5842|1.544|6.827|0.4684|-6.4899|14.4239|27.7791|5.0712|0.2406
deal||0.0|-8.6596|6.1971|6.1971|1.7804|5.578|16.4621|23.5352|5.7957|-0.5543
with||0.0|-10.3739|4.0855|7.1317|1.4414|3.1472|13.0056|16.4621|3.916|0.1052
the||0.0|-7.8524|6.3068|6.4027|2.3779|-3.7374|24.076|28.257|7.6312|0.7947
issue||0.0|-7.1796|7.5232|7.6454|2.3842|-0.3134|31.9947|31.9947|8.2183|-0.6533
of||0.0|-14.8358|4.5723|12.5364|1.8233|3.507|17.812|31.9947|6.6219|1.0532
state||0.0|-18.9339|4.0539|8.7334|1.2338|-5.7346|27.8843|32.9498|8.1614|-0.8429
and||0.52|-12.9914|2.5305|9.281|0.8441|9.2648|13.0193|35.3997|3.8568|0.1052
development||0.0|-18.5119|8.5536|9.6927|2.5016|2.2935|24.2752|25.2568|6.7758|0.2776
and||0.0|5.3326|3.3479|27.9856|1.0803|6.3888|22.472|24.2752|6.4331|-0.1179
the||0.0|4.592|3.2552|4.0649|1.2347|7.7884|5.6123|22.472|2.5623|2.9494
empowerment||0.0|1.7771|13.3866|13.3866|4.0666|3.0928|29.7858|29.7858|8.6733|-0.0407
of||0.0|-6.9545|4.5823|18.2225|1.4984|-3.4658|29.5322|30.0965|10.2076|-0.0133
the||0.0|-8.2827|1.2748|4.5823|0.4345|5.7291|8.251|29.5322|2.9844|2.2722
majority||0.0|-16.1145|12.8339|13.1776|4.3048|3.0655|26.3363|26.3363|7.9811|0.4844
of||0.0|-21.2326|0.7144|13.4297|0.3641|1.5741|10.9056|26.3363|3.8206|0.7947
the||0.0|-20.8755|1.2377|1.3152|0.4845|1.7659|8.5063|10.9056|3.5716|1.0532
world's||0.0|-21.0333|1.2008|1.3021|0.3678|0.1973|24.5148|24.5148|8.7995|-0.6533
poor||0.0|-19.6285|2.2034|2.7551|0.5472|-5.8805|25.9869|29.88|8.7931|-0.9021
through|,|0.0|0.0|0.0|20.9844|0.0|0.0|0.0|25.9869|0.0|0.0
this||0.0|-11.0805|2.3171|12.0691|0.7394|-1.983|18.2326|18.2326|7.8101|0.0
means||0.0|-15.7427|7.8218|10.307|2.9375|-10.4746|34.6047|34.6047|13.3152|-1.1858
thank|.|0.0|-12.5025|2.483|9.0775|0.7717|0.5947|23.3333|34.9366|9.0915|-0.6533
you||0.0|0.0|0.0|13.4645|0.0|-8.8725|8.5865|23.3333|3.4976|0.7947
so|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|14.2587|0.0|0.0
ashraf|,|0.0|4.3119|4.298|6.6682|1.0224|3.0865|20.7691|20.7691|7.4353|0.0
until|,|0.0|-2.5758|10.8798|13.7292|3.5665|3.9006|24.9418|24.9418|8.2786|-0.9419
recently||0.0|-0.3446|5.2666|10.8798|1.49|6.107|20.3661|24.9418|5.4998|-0.181
you|,|0.0|-3.074|0.4001|5.4797|0.1446|10.036|0.6487|20.3661|0.2541|0.3969
were||0.0|-3.4509|2.2273|2.2273|0.5211|-0.0007|27.5314|27.5314|11.4469|-1.1445
the||0.0|-3.4548|2.8878|3.052|0.8985|5.4146|27.2568|27.7319|8.6711|-1.0972
finance||0.0|-0.615|3.8868|5.9135|0.8337|3.044|26.2443|30.5889|9.279|-0.0672
minister||0.0|-2.9981|5.468|6.5085|1.4042|3.3557|22.7719|26.2443|8.1929|-0.0133
of||0.0|-5.0405|1.1638|5.468|0.3837|5.2524|6.5296|22.7719|2.8835|0.7947
afghanistan||0.0|-3.9386|3.167|3.167|0.8068|1.1468|26.1653|26.1653|8.9959|0.044
a|,|0.0|-5.0804|0.5679|3.167|0.4015|0.0|0.0|26.1653|0.0|5.3195
country||0.0|-1.7025|6.6662|7.9191|1.4761|5.3554|22.3872|22.3872|6.7603|-0.8102
right||0.0|-0.6627|2.736|6.6662|0.6166|6.734|17.3791|24.7194|6.4598|-0.6058
at||0.0|0.1374|0.9156|2.736|0.3127|3.8911|10.4438|17.3791|3.8969|1.3693
the||0.0|-0.5528|1.7249|2.061|0.7479|5.05|9.9821|11.3613|3.6869|2.2722
middle||0.0|-2.1804|1.9694|3.6331|0.631|8.0488|14.419|14.419|4.2286|0.4844
of||0.0|-4.9214|2.3387|4.8544|0.7157|1.1255|22.4037|22.903|7.3587|-0.5543
much||0.33|-1.0501|2.445|6.7419|0.7392|1.8632|22.9413|23.9982|7.5489|-0.4366
of||0.0|-3.4247|2.2386|4.8249|0.9123|-0.8765|14.1184|22.9413|5.1722|0.5792
the||0.0|-1.8865|2.513|3.8998|0.7975|-0.3976|25.1464|25.1464|10.8806|1.0532
world's||0.0|-4.2343|4.6961|6.0979|1.6691|2.8977|26.5509|28.1603|10.3407|-1.244
agenda||0.46|-4.3118|6.2121|6.2121|1.719|4.145|28.6682|29.1399|7.2139|-0.7244
is|.|0.0|-0.695|2.6706|7.8343|1.1603|2.1617|3.9422|28.6682|2.0019|2.2722
the||0.0|-0.7389|3.4873|3.4873|1.3281|2.7474|8.3396|8.3396|3.4882|2.2722
country||0.0|1.7847|4.6399|6.1715|1.1563|5.6846|19.291|19.291|6.1384|0.5792
gonna||0.0|-1.4169|2.4535|6.1503|0.8795|9.2894|5.9935|19.291|1.6948|2.2722
make||0.0|-0.1033|3.8833|4.0975|1.1074|5.2969|19.4645|19.4645|7.9881|-0.4981
it||0.0|4.4741|3.3662|7.7451|0.9678|7.5272|16.8669|20.4022|6.2001|-0.3688
will|?|0.0|-1.16|2.4903|7.3307|0.582|7.3877|11.528|16.8669|3.7539|-0.294
democracy||0.0|-1.0536|6.4937|6.4937|1.7969|-0.3891|30.3534|30.6524|10.3186|-0.63
flourish||0.0|-0.2028|2.4223|6.4937|0.6131|-2.3765|34.1436|34.1436|11.4554|-0.8584
what|?|0.35|1.1775|0.8958|2.4223|0.3582|4.6916|20.2683|34.1436|6.8885|0.5792
scares||0.0|-0.1126|5.6387|5.7926|1.7858|0.9228|28.4279|28.4279|10.5222|-0.9021
you||0.0|-2.655|1.6827|5.6387|0.5749|7.5056|10.8075|28.4279|3.4502|0.7947
most||0.0|-4.5699|3.5175|4.2812|0.9433|-2.5323|23.5795|25.8576|9.8281|-1.0617
what|?|1.19|-0.9171|3.6244|7.998|0.7598|4.8781|25.5979|25.6926|7.3033|-0.2108
scares||0.0|-3.4121|6.1759|8.3121|2.3202|0.6508|27.8181|27.8181|9.3562|-0.9544
me||0.0|-5.6637|8.7301|8.7301|2.4439|7.1748|16.2839|28.2487|5.1892|0.2406
most||0.0|0.1142|16.1162|16.1162|6.1265|-2.749|36.4206|36.4206|11.7348|-1.2919
is||0.0|0.1162|4.7003|16.1162|1.0121|-11.148|39.3847|39.3847|11.8224|-1.4915
is||0.0|0.3501|3.394|5.0796|1.1198|-2.4142|37.001|39.6337|12.8871|-0.3688
you||0.0|-2.8438|3.9117|7.0122|1.0158|0.9984|23.6781|37.001|8.3824|-0.4981
lack|,|0.5|-1.6743|1.4209|4.2359|0.4334|3.2159|23.3747|26.4245|8.7796|-0.0133
of||0.0|-0.7388|2.2261|2.5842|0.5591|-2.976|20.6719|25.15|7.1216|0.5792
your||0.0|-0.9293|1.4822|2.2261|0.5369|4.751|20.9753|22.4348|7.3442|0.3969
engagement||0.0|-5.4241|10.0903|11.4702|3.6482|2.0105|23.6307|23.6307|6.9753|0.8548
you|.|0.0|0.0|0.0|11.6834|0.0|0.0|0.0|23.6307|0.0|0.0
asked||0.0|10.5509|10.8681|14.9803|3.022|3.6401|24.391|24.391|8.3273|0.0
me||0.0|0.8827|8.0665|17.1742|3.1482|7.8075|11.8787|24.391|3.2024|-0.5543
you|.|0.0|0.544|2.3959|8.0665|0.6607|10.0258|1.6768|11.8787|0.5662|1.0532
know||0.0|2.4719|1.8874|4.1661|0.7379|12.117|1.6535|3.6495|0.4615|1.7643
i||0.0|3.099|1.0112|2.1851|0.3399|11.7305|2.2314|2.2895|0.6658|0.1052
always||0.0|0.9958|7.8964|8.5333|2.37|9.1596|11.6039|11.6171|3.328|0.4844
give||0.0|-3.1977|3.2671|8.3073|0.8232|3.7582|14.7552|15.7626|4.7028|-0.1179
the||0.0|-1.4194|2.3446|4.9897|0.9064|7.1071|12.1907|15.6178|5.3591|2.9494
unconventional||0.0|-5.6336|7.2885|9.1393|2.2062|6.6814|18.8908|18.9561|4.0551|0.2406
answer||0.0|-9.0597|1.6056|7.3982|0.2095|-3.0279|21.7804|26.3725|7.064|-0.294
no|.|0.69|6.7481|4.2781|18.8847|0.8959|9.3034|19.6707|27.3783|4.3757|-0.294
but|.|0.0|10.1255|8.4207|10.0671|2.8221|1.6579|20.8671|21.7627|7.0078|-0.697
seriously||0.0|7.1284|11.2723|14.1998|2.8527|1.9458|24.6565|26.498|9.2408|-0.7109
the|,|0.94|-0.463|6.1325|16.7207|2.2213|8.4017|11.1366|25.8492|4.4724|-0.1179
issue||0.0|5.0902|9.2275|14.9463|2.319|2.977|22.9855|22.9855|7.262|-1.3169
of||0.0|-0.3175|6.0203|11.7537|1.4812|1.4499|23.0757|23.2838|7.859|-0.294
afghanistan||0.0|-1.5975|5.9374|10.4033|1.0231|3.4968|21.0436|23.0757|6.7235|0.0149
first||0.0|-1.6745|2.0287|5.9374|0.5067|-1.3109|22.5436|23.9598|7.8718|-0.8102
has||0.0|-3.3527|2.3464|3.1673|0.7334|-4.8191|20.3325|24.7388|6.8757|-0.1179
to||0.0|-3.3833|1.8699|2.8416|0.5616|-7.6111|20.02|22.8024|8.228|0.5792
be||0.0|-5.4311|2.2483|3.5955|0.6115|-0.7307|28.0828|28.0828|9.892|-0.9291
seen||0.0|-5.0559|8.5857|8.5857|2.5833|-9.7412|36.4094|36.4094|12.5311|-1.4483
as||0.0|-5.678|4.1187|8.5857|1.2416|-3.6723|35.3495|37.8966|11.0296|-1.1984
at|,|0.6|7.155|17.2195|23.6001|6.4574|-0.4806|26.4401|36.922|8.9819|-1.2642
least||0.0|0.0|0.0|17.2195|0.0|0.0|0.0|26.4401|0.0|0.0
a|,|0.0|-3.9836|4.9299|6.9412|1.7556|2.6485|22.7672|22.7672|9.0813|0.0
ten||0.0|-1.845|7.373|8.1399|1.8981|3.457|22.3393|22.7672|8.5403|-0.1179
to|-|0.0|-6.4211|3.6559|9.9987|1.1064|3.1272|9.5198|22.3393|3.3024|0.7947
twenty||0.0|-16.6041|11.9796|16.3105|3.6462|3.7953|21.6299|21.6299|8.0208|0.3159
year||0.0|0.0|0.0|21.4546|0.0|2.9474|17.4393|21.8725|5.3209|0.1052
perspective||0.0|0.0|0.0|0.0|0.0|-10.7167|27.3856|30.3619|7.7558|-0.1501
today|.|1.48|4.3979|12.8255|12.8255|3.901|8.7753|19.1893|36.9868|4.2643|-0.4035
the||0.0|5.0853|9.1504|12.8255|3.3471|7.1081|13.2193|19.1893|4.1458|-0.0133
world||0.0|1.9172|2.7803|9.1669|0.6681|9.8824|8.5783|14.4947|2.3921|-0.5543
of||0.0|0.527|4.0018|4.7717|1.227|6.9921|10.6851|12.1817|3.9304|1.0532
globalization||0.0|-1.4544|13.066|13.066|2.1866|1.967|33.0|33.106|8.9168|-0.3829
is||0.0|-4.5056|6.0301|13.066|2.1121|2.565|24.0162|33.0|7.0951|-0.1179
on||0.0|-5.9926|4.4435|6.853|1.3215|9.1837|8.7819|26.3762|2.5819|0.1052
speed||0.0|-5.9072|5.2209|5.4607|1.3169|-7.6069|29.2303|32.9918|8.6483|-1.1589
time|.|1.28|4.2144|4.6478|15.4023|1.3975|8.2131|21.9666|34.3384|7.2174|-1.0009
has||0.0|-0.4811|8.1591|9.9666|2.7769|3.6273|21.2937|22.2822|5.6682|-0.0133
been||0.0|-1.1371|3.2539|8.1591|0.9234|4.4193|25.2794|25.2794|8.0919|-0.0133
compressed||0.0|-2.3124|5.6936|5.9671|1.3096|-3.8724|35.5694|36.0727|9.8526|-1.0222
and|.|0.59|-0.3485|3.1541|7.7538|1.0328|7.2782|18.9419|36.2692|6.0746|-0.0133
space||0.0|0.1926|3.716|3.716|0.9379|0.1138|22.6222|23.9328|8.094|-1.0799
does||0.0|-3.1704|7.9691|9.0198|3.0031|2.9719|22.7863|22.7863|7.4389|-0.3688
not||0.0|-5.5303|2.4793|7.9691|0.6882|3.0761|20.2119|22.7863|7.681|-0.2108
exist||0.0|-9.9256|6.7766|8.4741|1.3991|-2.8757|19.7578|23.8871|6.9879|0.044
for||0.0|-10.4069|3.3125|6.7766|1.1581|-2.0913|24.7391|24.7391|10.1721|0.5792
most||0.0|-12.1121|1.4769|3.4952|0.324|-7.1519|31.7685|31.7685|10.3094|-1.2642
people||0.0|0.0|0.0|13.0147|0.0|0.0|0.0|31.7685|0.0|0.0
but|.|0.0|-0.4624|4.0404|4.0404|0.9898|0.4861|27.803|27.803|8.2621|0.0
in||0.0|0.2431|1.5335|4.6545|0.3889|4.1613|29.0249|29.0249|11.7649|-0.1179
my||0.0|5.4656|10.8625|12.0621|4.0293|10.934|8.839|29.2008|3.3117|-0.697
world||0.0|-5.8429|22.2698|23.8852|5.6208|-1.2543|31.4824|33.4756|8.9957|-1.1726
you||0.0|-3.015|0.438|22.2698|0.1495|-2.4897|33.8693|35.0916|14.9134|0.5792
know||0.0|-0.4187|3.1561|4.0107|1.1234|10.0384|1.8099|34.1197|0.5757|1.3693
when|,|0.0|1.6568|1.7251|4.7526|0.5599|11.6004|3.2094|4.1854|1.0963|0.2406
i||0.0|1.3398|0.5985|1.7251|0.2117|11.0984|0.5588|3.2094|0.1828|2.2722
went||0.0|4.041|5.5435|5.7658|1.7722|9.4927|15.999|15.999|4.7392|-0.1179
back||0.0|3.052|3.9258|5.5435|1.2774|5.54|17.9317|17.9317|6.4449|-0.294
to||0.0|1.9505|2.4677|5.8855|0.9015|1.8265|17.8692|19.3977|7.8432|1.7643
afghanistan||0.0|-2.9029|5.0284|7.9798|1.1426|3.2323|26.7979|26.7979|7.7943|0.6823
after||0.0|-5.7616|3.6224|7.2455|1.3486|-2.8796|28.8998|31.3438|10.0035|-0.4366
twenty||0.0|0.0|0.0|7.7411|0.0|0.0|0.0|28.8998|0.0|0.0
three||0.0|-10.0975|4.8881|12.4826|1.7238|-5.967|32.8256|32.8256|12.7511|0.0
years||0.0|-8.2374|6.5778|7.5582|1.6599|-5.4235|32.4966|33.6403|9.5848|-1.2919
space|,|1.14|3.3616|3.1387|15.6009|0.8682|-1.0569|33.5927|35.2775|10.6769|-0.7752
had||0.0|1.9296|7.4381|7.4381|2.6814|3.1627|16.6702|33.5927|5.6199|0.7947
expanded||0.0|-5.1826|6.5075|12.8084|1.8543|-0.4843|26.0165|26.5518|8.1818|-0.5543
every|.|0.33|6.6686|11.663|21.2826|2.2553|6.6171|12.4797|29.2776|4.1489|-0.181
conceivable||0.0|0.198|10.0064|17.3957|2.7476|4.4644|23.8992|24.7119|6.876|-0.0672
form||0.0|-3.8525|2.7173|10.8468|0.7633|3.0265|20.1382|23.8992|8.6586|-0.294
of||0.0|-6.0758|2.8183|4.754|0.7859|0.7855|16.3614|20.1382|6.584|0.5792
infrastructure||0.0|-7.2462|5.4165|5.7173|1.3671|-0.4595|26.4443|26.4443|8.0881|0.3969
had||0.0|-10.7129|4.3714|7.3473|1.3366|4.8793|10.0642|26.4443|3.0121|0.7947
broken||0.0|-11.7777|3.4399|5.0986|0.9639|1.9924|20.7815|20.7815|6.7987|0.1706
down||0.0|-11.0848|3.2576|3.752|1.0334|-8.9199|33.5002|34.9359|10.3619|-1.1858
i|.|0.0|-2.5631|1.635|10.9741|0.5255|6.5073|35.7877|39.0641|10.7578|0.2406
rode||0.0|2.039|7.0301|7.6261|2.0427|1.893|29.4422|36.3153|9.5492|-1.3006
traveled||0.33|-3.4259|10.3571|13.8242|3.5819|4.8421|18.6236|29.4422|5.6575|-0.3324
travel||0.0|11.3856|2.9743|22.504|0.9295|5.3503|23.9235|24.7714|6.5811|0.3159
between||0.0|9.7057|5.1705|7.0424|1.0082|3.4358|19.892|23.9235|6.5743|-0.0672
two||0.0|10.1597|2.4492|5.1705|0.647|3.4258|16.2033|19.892|6.5061|0.5792
cities||0.0|5.0203|13.4128|14.3463|4.0522|-0.6697|23.8614|23.8614|7.2911|-0.4035
that||0.0|-5.8049|3.8328|17.4505|1.183|0.1522|22.1307|23.9934|8.5677|-0.1179
used||0.0|-3.117|3.9669|7.0285|1.0142|-3.6634|23.8205|26.982|8.2322|-0.4366
to||0.0|-2.7809|0.4725|3.9669|0.1618|-18.1371|6.3067|28.2827|2.5764|2.9494
take||0.0|-7.163|7.4387|7.4387|2.3644|-10.0215|34.8784|34.8784|10.9619|-1.2221
three||0.36|-10.1458|1.4379|8.9296|0.5525|7.4938|23.4511|37.6651|8.1591|0.0
hours||0.0|-13.3197|5.1449|5.6718|0.8604|-1.0977|30.3461|31.4855|10.2616|-1.3846
now||0.0|-3.9997|4.829|14.702|1.1749|7.2303|25.9156|30.3669|6.1496|-0.6058
took||0.0|-6.2221|5.2685|8.4096|1.8613|-2.3752|21.3177|25.9156|7.1274|-0.1179
twelve||0.0|-7.673|0.9502|5.2685|0.2265|-5.3079|25.341|25.6979|9.0394|-1.0222
so|.|1.01|14.0905|3.3034|24.1048|1.2558|-0.1064|29.7037|29.8635|8.6607|-0.4366
the||0.0|14.1959|3.3747|3.3865|1.1767|9.6328|12.2775|30.5864|3.4218|0.7947
first||0.0|11.4834|7.1283|7.2183|2.2567|-0.6756|29.1965|30.5852|9.2094|-1.0222
is||0.0|3.5848|11.7534|16.7978|4.4827|0.0447|29.0786|30.0799|9.8932|-0.697
when||0.0|0.7452|3.2529|11.7534|0.6461|10.1271|20.6846|29.5596|5.0748|-0.6533
the||0.0|0.1668|3.9947|4.8461|1.0233|7.7098|18.576|20.6846|5.0537|0.5792
scale||0.0|4.4342|9.7387|11.7819|3.2032|-1.7092|32.0177|32.3801|10.1626|-1.0222
is||0.0|9.0975|4.3249|10.7566|1.385|-3.2627|28.2191|32.0177|9.9907|-0.7752
that||0.0|9.5442|1.9921|4.3249|0.5249|-2.2324|29.1879|30.9131|9.9956|-1.1726
we|,|0.43|-0.0193|2.3076|12.0946|0.7422|11.9487|1.5173|29.1879|0.6115|1.0532
need||0.0|1.8833|3.8919|5.1144|0.9449|9.2895|18.9535|18.9535|6.4152|-0.8429
to||0.0|1.1789|6.5575|6.9071|2.2111|1.8021|14.8448|19.4976|5.192|0.7947
recognize||0.0|-6.5439|5.362|12.2056|1.6781|-1.307|32.1025|32.1025|7.4606|-0.7871
that||0.4|-0.4812|4.4382|11.0547|0.9863|5.6661|20.0352|33.6175|6.3731|-0.4981
just||0.0|2.236|7.6672|7.6672|2.1749|-0.2401|30.764|30.764|10.2938|-1.3247
the||0.0|-4.5001|4.312|11.7932|1.5067|5.2527|15.7117|30.764|4.3561|-0.2108
simple||0.0|-7.5453|9.165|9.7392|3.0159|2.8593|22.7879|22.7879|7.7129|-0.468
things||0.0|-11.1157|3.1031|10.4193|0.8555|-1.4741|19.8236|25.9539|7.2869|-0.8735
that||0.0|-15.8628|4.1106|7.4073|1.3166|0.3628|28.773|28.773|10.0027|-0.294
are||0.0|-15.2071|2.0213|4.1106|0.6364|9.9383|2.3808|28.9289|0.829|1.7643
infrastructure||0.0|-15.9197|4.4543|4.7094|1.1067|-2.427|28.1515|28.5598|8.5612|-0.4202
it||0.42|2.234|1.6652|21.7664|0.5049|1.9265|23.9192|30.1994|9.0605|0.5792
takes||0.0|-4.4114|10.4403|11.3387|3.7779|0.0633|20.6371|23.9192|7.852|-0.1179
six||0.0|-6.3096|4.6675|10.9645|1.1767|-3.474|22.9496|23.9407|8.5366|-0.4366
years||0.0|-2.9879|3.9101|7.6475|1.0727|1.0722|21.4455|22.9496|5.5883|-0.7375
to||0.0|-0.5575|3.6637|5.5079|0.8897|-6.1541|26.3313|29.0287|11.1559|1.0532
deliver||0.0|-1.2834|4.223|4.4409|1.1892|5.0753|11.6179|30.1203|3.5248|1.2564
infrastructure||0.0|-5.2129|6.795|8.9545|1.2978|-3.0425|27.4006|27.8244|8.1291|0.044
in|.|0.49|-3.4598|6.1724|7.9101|1.3339|3.1441|21.8192|28.8753|7.5686|-1.2642
our||0.0|-9.1365|7.15|12.8918|2.1762|4.4967|12.7491|21.8192|3.8836|-0.8735
world||0.0|0.0|0.0|13.5622|0.0|0.0|0.0|12.7491|0.0|0.0
any|.|0.0|4.8237|6.1701|6.997|2.0035|12.5026|2.412|13.6862|0.7615|0.0
meaningful||0.0|-10.2008|15.1372|22.366|4.4266|2.7119|22.759|25.009|7.9731|0.2902
sort||0.43|-11.997|0.1159|15.1372|0.036|-0.6074|23.3262|23.8004|7.8912|-0.3688
of||0.0|-12.7712|2.5604|2.5604|1.1322|-10.169|18.8693|27.6134|6.7261|-0.4981
thing||0.0|0.0|0.0|14.4822|0.0|0.0|0.0|18.8693|0.0|0.0
but|.|0.0|-0.3443|6.7391|6.7391|1.5625|-3.5333|33.5652|33.5652|9.6552|0.0
the||0.0|-1.0865|6.4371|7.1158|2.3782|5.1493|30.0796|33.5652|9.6308|0.1052
modality||0.0|3.6149|10.1698|13.0499|2.8325|7.659|23.8633|30.6186|6.5505|-0.294
of||0.0|-1.134|4.9858|11.3637|2.0083|-2.7102|20.2486|24.2389|7.3722|-0.2108
attention||0.0|-7.4586|8.5527|12.827|2.5061|-0.6856|32.4658|32.4658|9.0313|-0.3688
or|,|0.86|0.1084|3.7003|12.0595|0.8185|-5.7136|39.0828|40.2313|13.2586|-1.3465
what||0.33|-1.0347|4.0388|5.3279|1.0933|4.7762|20.8448|39.0828|7.778|-0.1179
is||0.0|-1.0117|4.2476|5.0423|1.2972|1.0941|19.6752|21.4121|7.8916|0.5792
happening||0.0|-5.8021|8.1352|9.4208|2.0042|3.1766|22.0607|22.6709|7.2983|0.3969
today||0.0|-4.2075|9.0052|9.2462|3.0908|-3.8094|28.8136|28.8262|9.407|-0.5806
what's|,|0.0|-4.73|3.2935|9.0052|0.9786|-2.428|28.6221|29.7778|10.4185|-0.4366
happening||0.0|-7.5879|7.6811|8.1598|2.055|1.5005|22.8225|28.6221|7.3341|0.5152
tomorrow||0.0|-10.738|4.8147|9.6588|1.8816|-1.0563|21.1487|24.0628|7.4002|0.4545
second|.|0.0|0.0|0.0|13.2502|0.0|0.0|0.0|21.1487|0.0|0.0
is||0.0|-4.5243|5.3402|7.2043|1.8579|-3.2915|28.4479|28.4479|10.8217|0.0
when|,|0.0|0.3455|1.4921|8.5665|0.4173|4.7583|35.8955|35.8955|12.0256|-0.2108
a||0.0|1.5549|1.4819|2.1425|0.3754|-1.2234|24.0692|35.8955|9.4035|-0.294
country||0.0|6.289|8.787|9.3385|2.3802|1.5964|27.7573|27.7573|8.9227|-0.3324
has||0.0|2.7875|7.6859|11.0088|2.5162|4.5787|16.6054|27.7573|6.1415|-0.0133
been||0.0|1.2625|5.0431|7.7766|1.3773|4.7514|24.3384|24.3384|8.5404|-0.1179
subjected||0.0|-4.5053|13.6722|15.0385|4.7545|-2.4096|27.732|29.0363|7.8742|-0.697
to||0.0|0.0|0.0|13.6722|0.0|0.0|0.0|27.732|0.0|2.9494
one||1.87|3.0072|3.7155|4.4416|1.2859|11.0847|4.5672|13.32|1.4328|-0.3688
of||0.0|3.4952|3.5735|4.1592|0.9835|6.1243|17.9964|18.8502|7.093|-0.294
the||0.0|1.4162|5.5481|6.0325|2.0117|4.4509|22.8446|22.8446|8.3566|0.5792
most||0.0|-0.5058|1.2146|5.5481|0.2656|1.5914|24.6468|25.0692|9.1343|-1.2221
immense||0.0|2.6736|10.3844|10.3844|3.6396|5.3755|30.8441|30.8441|9.2235|-0.8268
brutal|,|0.0|11.1214|9.3935|18.7308|3.2207|3.3459|24.5931|30.8441|7.0154|-0.5806
forms||0.0|8.8805|4.469|9.8817|1.02|2.0681|22.436|24.5931|7.8709|-1.0799
of||0.0|7.7081|2.9379|4.9634|0.9199|-3.1283|21.3791|24.126|7.1253|-0.0133
exercise||0.0|7.2032|5.3908|5.3908|1.448|0.6393|24.2772|24.2772|8.1514|0.1052
of||0.0|4.9263|4.4601|6.7639|1.7841|0.5661|19.161|24.2772|6.6917|1.0532
power||0.0|0.8275|5.9468|10.5082|2.038|2.3401|25.7991|25.7991|10.2125|0.3969
we||0.0|0.0805|19.8418|19.8418|7.2357|9.2543|6.9201|27.544|2.3478|-0.4366
had||0.0|5.4831|4.3007|19.8418|1.2332|4.6237|19.5726|19.5726|7.213|-0.5543
the||0.0|2.6855|7.1135|7.5031|2.7654|7.6203|16.2847|19.5726|5.4638|1.3693
red||0.0|-1.2075|4.2113|10.2649|1.4546|6.2463|13.8096|16.2847|5.0101|-0.294
army||0.0|-9.68|11.845|14.0282|3.3212|7.4956|10.2734|13.9345|2.895|-0.3688
for||1.03|0.1016|1.9981|14.8481|0.5559|7.023|26.35|26.3614|7.2933|0.3969
ten||0.0|4.6868|10.1047|10.4728|4.0184|2.6689|22.8594|27.1317|8.371|-0.9021
continuous||0.0|-7.2065|24.0478|25.4223|7.2698|5.0917|21.1023|22.8594|7.3643|-0.4981
years||0.0|-16.1194|7.5489|28.7123|2.9095|-4.4837|28.8037|32.007|8.9012|-1.2332
one|,|0.0|0.0|0.0|20.22|0.0|0.0|0.0|28.8037|0.0|0.0
hundred||0.0|2.7695|4.5594|4.9631|0.7906|2.3635|37.4829|37.4829|11.5509|0.0
and||0.0|0.0|0.0|4.9631|0.0|0.0|0.0|37.4829|0.0|0.0
ten||0.0|2.04|3.6642|3.6642|0.9368|6.2573|20.8261|20.8261|7.9024|0.0
thousand||0.0|-2.5733|10.8939|12.0924|2.584|5.1097|23.7449|26.1702|6.4968|-0.5269
strong||0.0|-5.0725|4.8603|10.8939|1.3662|-4.5957|28.2221|30.045|8.3683|-1.2105
literally|,|1.59|4.1934|9.0687|16.6089|2.5322|7.014|18.2178|31.2211|5.3509|0.5792
terrorizing||0.0|-9.1127|17.4853|22.7009|5.4263|0.6064|28.8649|29.4613|7.7995|-0.1179
the|.|0.48|-1.9819|3.2735|17.4853|1.0151|7.4689|17.6267|29.8474|5.2709|0.3969
sky||0.0|-0.7366|3.9536|5.8367|1.1435|-2.1678|25.2833|25.8872|7.2012|-1.1137
every|:|3.68|-0.5711|12.8034|12.8034|5.0026|7.7379|17.6238|27.007|5.3012|0.3422
afghan||0.0|-5.1414|8.3234|13.9977|3.0819|-0.7906|28.3553|29.6229|7.9112|-0.8735
sees||1.45|4.9441|3.9141|14.6471|1.0145|-4.2255|37.9413|37.9413|11.6334|-1.3533
the||0.0|0.6048|8.1974|9.5848|3.0484|3.7742|22.0107|37.9413|8.0428|0.2406
sky||0.0|-8.7536|9.4474|17.7549|2.7778|-1.8993|30.1464|30.1464|9.1577|-1.2642
as||0.0|-13.843|1.2592|10.8792|0.335|-0.1195|26.6381|30.1464|10.1058|0.5792
a||0.0|-14.063|2.9385|2.9385|1.1217|4.1863|15.0427|26.6381|4.7324|2.2722
source||0.0|-14.6335|4.7424|4.7424|1.5114|0.696|17.4368|18.6324|5.9998|-0.5543
of||0.0|-16.7846|2.4408|6.2373|0.8876|3.253|17.2248|18.8657|6.3072|1.0532
fear||0.0|-16.6717|4.8988|4.8988|1.173|-1.9722|21.1359|21.9564|7.5778|-0.4366
we|.|0.0|0.0|0.0|20.0157|0.0|0.0|0.0|21.1359|0.0|0.0
were||0.0|4.4317|3.6304|6.0472|1.2861|12.0494|4.1726|13.8896|1.1319|0.0
